25 200 1
0	35	35	0	0	230	0	0	0
1	35	17	7	40	70	10	0	57	32	12	91	121	10	
2	55	45	13	106	136	10	0	80	56	37	168	198	10	
3	15	30	26	24	54	10	0	16	10	20	65	95	10	
4	55	60	16	87	117	10	0	66	49	73	117	147	10	
5	50	35	19	53	83	10	0	29	64	42	53	83	10	
6	15	10	20	32	62	10	0	86	4	18	84	114	10	
7	30	5	8	51	81	10	0	87	28	18	83	113	10	
8	5	30	2	147	177	10	0	60	17	34	152	182	10	
9	45	20	11	52	82	10	0	75	49	11	59	89	10	
10	45	10	18	87	117	10	0	58	36	26	180	210	10	
11	55	5	29	58	88	10	0	4	55	20	139	169	10	
12	35	40	16	27	57	10	0	69	37	47	40	70	10	
13	41	37	16	29	59	10	0	79	57	48	82	112	10	
14	40	60	21	61	91	10	0	35	63	65	133	163	10	
15	31	52	27	40	70	10	0	81	55	54	84	114	10	
16	35	69	23	131	161	0	0	104	35	69	131	161	10	
17	53	52	11	27	57	10	0	1	41	49	151	181	10	
18	65	55	14	107	137	10	0	77	53	43	169	199	10	
19	2	60	5	41	71	10	0	19	15	60	66	96	10	
20	60	12	31	34	64	10	0	55	63	23	126	156	10	
21	42	7	5	87	117	10	0	74	46	13	139	169	10	
22	24	12	5	25	55	10	0	38	5	5	73	103	10	
23	23	3	7	122	152	10	0	100	18	18	165	195	10	
24	11	14	18	59	89	10	0	37	20	20	124	154	10	
25	6	38	16	29	59	0	0	102	6	38	29	59	10	
26	2	48	1	107	137	10	0	48	13	52	155	185	10	
27	8	56	27	41	71	10	0	49	6	68	98	128	10	
28	47	47	13	114	144	10	0	24	65	35	143	173	10	
29	49	58	10	78	108	10	0	78	61	52	86	116	10	
30	27	43	9	42	72	10	0	7	20	50	71	101	10	
31	37	31	14	85	115	10	0	26	45	30	122	152	10	
32	21	24	28	17	47	10	0	61	12	24	66	96	10	
33	24	58	19	48	78	10	0	88	26	52	64	94	10	
34	27	69	10	34	64	10	0	70	37	56	168	198	10	
35	15	77	9	63	93	10	0	11	20	65	57	87	10	
36	62	77	20	49	79	0	0	105	62	77	49	79	10	
37	67	5	25	73	103	10	0	54	57	29	130	160	10	
38	56	39	36	132	162	0	0	101	56	39	132	162	10	
39	57	68	15	67	97	10	0	20	45	65	116	146	10	
40	47	16	25	25	55	10	0	25	65	20	156	186	10	
41	44	17	9	68	98	10	0	56	53	12	120	150	10	
42	49	42	13	63	93	10	0	40	40	25	75	105	10	
43	15	47	16	45	75	10	0	8	10	43	85	115	10	
44	14	37	11	34	64	10	0	18	20	40	77	107	10	
45	16	22	41	81	111	10	0	84	11	31	91	121	10	
46	26	35	15	166	196	0	0	103	26	35	166	196	10	
47	31	67	3	85	115	10	0	10	30	60	114	144	10	
48	15	19	1	150	180	10	0	93	18	24	169	199	10	
49	26	27	27	90	120	10	0	6	25	30	89	119	10	
50	25	24	20	29	59	10	0	92	22	22	18	48	10	
51	22	27	11	125	155	0	0	106	22	27	125	155	10	
52	25	21	12	123	153	10	0	13	30	25	149	179	10	
53	19	21	10	48	78	10	0	99	20	26	73	103	10	
