25 1000 1
0	40	50	0	0	960	0	0	0
1	22	75	30	30	510	10	0	39	60	80	46	201	10	
2	20	85	20	40	520	10	0	42	55	80	33	166	10	
3	18	75	20	393	502	10	0	70	35	69	780	930	10	
4	15	80	10	397	457	10	0	1	25	85	431	911	10	
5	10	35	20	401	461	10	0	80	47	47	817	942	10	
6	8	40	40	225	285	10	0	16	0	40	204	425	10	
7	2	40	20	204	264	10	0	47	2	45	38	322	10	
8	42	10	40	199	428	10	0	52	25	30	25	505	10	
9	42	15	10	494	699	10	0	60	15	60	623	884	10	
10	40	5	10	45	525	10	0	18	44	5	306	483	10	
11	95	30	30	349	829	10	0	48	42	5	424	904	10	
12	95	35	20	138	273	10	0	17	0	45	698	827	10	
13	92	30	10	78	339	10	0	74	20	20	675	735	10	
14	90	35	10	132	375	10	0	76	60	12	298	358	10	
15	88	30	10	252	359	10	0	22	40	15	383	486	10	
16	88	35	20	50	530	10	0	51	55	20	273	498	10	
17	87	30	10	562	799	10	0	77	23	3	794	854	10	
18	85	25	10	71	208	10	0	84	57	29	425	485	10	
19	65	85	40	43	186	10	0	82	27	43	14	494	10	
20	65	82	10	377	857	10	0	96	55	54	382	862	10	
21	58	75	20	377	494	10	0	56	50	35	560	673	10	
22	55	85	20	531	736	10	0	91	49	42	457	937	10	
23	55	82	10	247	307	10	0	38	62	80	308	368	10	
24	20	82	10	37	177	10	0	71	65	55	191	410	10	
25	42	12	10	460	539	10	0	13	5	35	683	743	10	
26	72	35	30	327	807	10	0	25	35	5	821	881	10	
27	20	50	5	405	465	10	0	58	15	10	842	902	10	
28	30	60	16	629	689	10	0	93	61	52	789	928	10	
29	10	20	19	42	522	10	0	35	67	85	655	778	10	
30	45	65	9	214	421	10	0	90	37	47	311	526	10	
31	65	35	3	197	257	10	0	89	67	5	611	897	10	
32	65	20	6	39	316	10	0	85	63	23	164	644	10	
33	45	30	17	191	310	10	0	23	38	5	231	291	10	
34	35	40	16	11	140	10	0	57	30	25	342	571	10	
35	64	42	9	298	358	10	0	24	38	15	609	872	10	
36	31	52	27	187	247	10	0	12	8	45	43	523	10	
37	63	65	8	27	507	10	0	34	85	35	307	787	10	
38	2	60	5	240	451	10	0	3	22	85	291	771	10	
39	5	5	16	57	537	10	0	10	10	40	535	622	10	
40	8	56	27	366	483	10	0	4	20	80	674	734	10	
41	6	68	30	382	442	10	0	7	15	75	120	600	10	
42	49	58	10	332	497	10	0	66	41	37	570	681	10	
43	37	31	14	19	499	10	0	86	21	24	310	507	10	
44	12	24	13	389	449	10	0	68	40	60	613	730	10	
45	24	58	19	262	377	10	0	46	18	80	432	665	10	
46	53	43	14	14	74	10	0	95	56	37	20	500	10	
47	57	48	23	212	692	10	0	40	60	85	339	438	10	
48	4	18	35	516	697	0	0	102	4	18	516	697	10	
49	26	52	9	14	494	10	0	14	5	45	35	366	10	
50	26	35	15	338	398	10	0	54	55	60	554	767	10	
51	31	67	3	870	930	0	0	101	31	67	870	930	10	
