25 700 1
0	40	50	0	0	3390	0	0	0
1	52	75	10	311	471	90	0	80	85	25	2513	2673	90	
2	45	70	30	213	373	90	0	94	65	82	788	948	90	
3	62	69	10	1167	1327	90	0	90	60	55	3119	3279	90	
4	42	65	10	25	185	90	0	77	72	45	2900	3060	90	
5	16	42	20	497	657	90	0	32	10	40	593	753	90	
6	34	60	20	2887	3047	90	0	21	30	56	2983	3143	90	
7	28	70	10	2601	2761	90	0	10	35	66	2791	2951	90	
8	20	80	40	2216	2376	90	0	11	35	69	2698	2858	90	
9	20	85	40	1934	2094	90	0	12	25	85	2119	2279	90	
10	15	75	20	1742	1902	90	0	19	15	80	1837	1997	90	
11	30	50	10	10	170	90	0	27	23	52	209	369	90	
12	28	52	20	22	182	90	0	24	25	50	116	276	90	
13	14	66	10	1643	1803	90	0	17	18	75	2311	2471	90	
14	8	62	10	1545	1705	0	0	101	8	62	1545	1705	90	
15	20	50	10	398	558	90	0	13	22	75	2405	2565	90	
16	20	55	10	303	463	90	0	14	22	85	2026	2186	90	
17	10	35	20	781	941	90	0	36	5	45	1253	1413	90	
18	8	40	40	685	845	90	0	25	22	66	2504	2664	90	
19	5	35	10	876	1036	90	0	39	0	45	1158	1318	90	
20	2	40	20	971	1131	90	0	28	4	55	1447	1607	90	
21	0	40	30	1063	1223	90	0	34	8	45	1346	1506	90	
22	36	18	10	1819	1979	90	0	50	26	32	2292	2452	90	
23	33	35	10	2573	2733	90	0	42	33	32	2666	2826	90	
24	34	25	30	2009	2169	90	0	41	35	32	2758	2918	90	
25	30	35	10	2480	2640	90	0	48	36	40	2856	3016	90	
26	44	5	20	1256	1416	90	0	52	25	35	2385	2545	90	
27	42	15	10	1065	1225	90	0	44	32	20	1913	2073	90	
28	40	5	30	1350	1510	90	0	60	35	5	1535	1695	90	
29	50	30	10	401	561	90	0	45	30	30	2105	2265	90	
30	50	35	20	120	280	90	0	59	38	10	1630	1790	90	
31	50	40	50	25	185	90	0	66	47	35	588	748	90	
32	48	30	10	493	653	90	0	57	38	15	1725	1885	90	
33	44	25	10	871	1031	90	0	58	38	5	1442	1602	90	
34	47	40	10	12	172	90	0	68	42	30	776	936	90	
35	45	35	10	680	840	90	0	49	48	20	967	1127	90	
36	95	30	30	2321	2481	90	0	73	92	30	2414	2574	90	
37	53	30	10	308	468	90	0	54	42	10	1160	1320	90	
38	53	35	50	213	373	90	0	51	25	30	2200	2360	90	
39	45	65	20	118	278	90	0	78	78	40	2802	2962	90	
40	85	35	30	2703	2863	90	0	87	64	46	3097	3257	90	
41	75	55	20	1925	2085	0	0	102	75	55	1925	2085	90	
42	70	58	20	1641	1801	90	0	85	86	46	2029	2189	90	
43	65	60	30	1546	1706	90	0	71	95	35	2226	2386	90	
44	56	64	10	1355	1515	90	0	96	62	40	3001	3161	90	
45	60	60	10	1451	1611	90	0	76	90	35	2131	2291	90	
46	67	85	20	694	854	90	0	7	58	70	1073	1233	90	
47	42	58	40	8	168	90	0	100	55	85	502	662	90	
48	62	80	30	881	1041	90	0	79	87	30	2608	2768	90	
49	60	85	30	597	757	90	0	4	60	66	1261	1421	90	
50	58	75	20	978	1138	90	0	83	72	55	1832	1992	90	
51	55	80	10	407	567	90	0	86	66	55	1736	1896	90	
