50 200 1
0	70	70	0	0	1351	0	0	0
1	33	78	20	672	887	0	0	211	33	78	672	887	90	
2	10	137	30	110	256	90	0	88	8	138	191	360	90	
3	4	28	10	442	836	90	0	165	19	39	683	903	90	
4	25	26	20	81	226	90	0	128	22	22	450	593	90	
5	86	37	10	475	535	90	0	122	84	36	502	692	90	
6	6	135	40	296	442	0	0	202	6	135	296	442	90	
7	32	79	20	660	716	90	0	99	34	79	811	931	90	
8	24	26	20	127	363	90	0	167	30	24	601	820	90	
9	95	35	10	115	333	90	0	11	86	36	299	528	90	
10	99	112	20	854	902	90	0	198	101	107	1038	1090	90	
11	8	124	10	200	328	90	0	185	5	119	350	558	90	
12	85	106	20	165	274	90	0	192	87	108	193	432	90	
13	103	69	30	33	291	90	0	80	113	71	169	458	90	
14	109	131	20	72	107	90	0	75	119	136	317	400	90	
15	43	140	10	333	547	90	0	16	36	135	485	782	90	
16	115	134	30	148	190	90	0	145	122	131	529	741	90	
17	112	67	10	444	552	90	0	77	110	66	561	798	90	
18	93	75	30	38	378	90	0	179	91	71	769	949	90	
19	90	104	20	810	945	90	0	149	91	95	1021	1112	90	
20	84	99	20	32	126	90	0	14	100	106	594	599	90	
21	129	9	10	84	223	90	0	174	139	10	713	766	90	
22	17	37	30	475	562	90	0	17	57	59	790	924	90	
23	32	106	10	519	740	0	0	206	32	106	519	740	90	
24	61	59	20	876	1026	90	0	107	64	61	1036	1052	90	
25	104	106	20	326	499	90	0	89	103	111	600	786	90	
26	109	71	20	83	175	90	0	110	107	63	734	814	90	
27	89	73	10	19	121	90	0	173	95	77	220	382	90	
28	21	25	20	368	490	90	0	95	29	28	864	925	90	
29	99	28	30	327	508	0	0	213	99	28	327	508	90	
30	101	96	10	56	206	90	0	169	105	110	557	645	90	
31	9	114	20	889	969	0	0	209	9	114	889	969	90	
32	4	125	30	348	369	90	0	181	6	113	688	800	90	
33	21	48	10	53	274	0	0	214	21	48	53	274	90	
34	21	115	10	211	471	90	0	81	34	104	706	737	90	
35	1	34	20	77	319	90	0	125	6	25	448	642	90	
36	94	70	20	531	634	90	0	109	88	72	927	977	90	
37	74	93	20	23	203	90	0	44	74	99	47	371	90	
38	94	73	10	701	830	0	0	210	94	73	701	830	90	
39	135	3	20	260	290	90	0	115	136	0	429	488	90	
40	134	31	20	519	556	90	0	200	131	31	529	732	90	
41	30	79	20	516	676	90	0	53	34	82	880	1049	90	
42	4	30	40	619	842	90	0	188	20	39	810	958	90	
43	87	39	20	35	331	90	0	116	93	36	41	288	90	
