50 1000 1
0	70	70	0	0	2535	0	0	0
1	101	0	9	1932	2172	10	0	72	88	29	2195	2435	10	
2	69	116	26	1317	1557	10	0	55	84	88	1365	1605	10	
3	137	137	27	339	579	10	0	200	116	83	658	898	10	
4	103	119	18	1276	1516	10	0	96	86	80	1438	1678	10	
5	78	111	22	47	287	10	0	11	37	138	779	1019	10	
6	107	25	13	1035	1275	10	0	82	36	54	1428	1668	10	
7	137	7	40	563	803	10	0	80	71	70	1861	2101	10	
8	46	112	10	1084	1324	10	0	189	5	99	1237	1477	10	
9	79	72	22	9	249	10	0	167	137	84	358	598	10	
10	104	32	18	479	719	10	0	102	109	78	891	1131	10	
11	8	87	17	1545	1785	10	0	110	16	62	1524	1764	10	
12	109	139	8	392	632	10	0	51	98	4	651	891	10	
13	78	63	19	10	250	10	0	124	85	111	952	1192	10	
14	95	135	27	1542	1782	10	0	87	34	72	2134	2374	10	
15	64	132	8	170	410	10	0	83	16	92	1375	1615	10	
16	39	13	20	1443	1683	10	0	108	15	18	1540	1780	10	
17	120	14	20	974	1214	10	0	188	15	9	1581	1821	10	
18	140	42	13	342	582	10	0	92	102	52	576	816	10	
19	121	124	21	539	779	10	0	190	36	38	1691	1931	10	
20	42	29	12	180	420	10	0	63	32	52	544	784	10	
21	44	58	30	28	268	10	0	134	23	19	626	866	10	
22	32	6	11	320	560	10	0	158	54	41	1065	1305	10	
23	41	36	13	146	386	10	0	16	50	106	1221	1461	10	
24	106	10	13	1135	1375	10	0	76	9	19	1431	1671	10	
25	107	102	12	817	1057	10	0	112	123	84	1606	1846	10	
26	83	38	22	1846	2086	0	0	202	83	38	1846	2086	10	
27	132	133	24	499	739	10	0	128	116	105	517	757	10	
28	81	57	8	17	257	10	0	127	138	105	1554	1794	10	
29	120	52	20	1437	1677	10	0	126	40	113	1846	2086	10	
30	113	32	36	516	756	10	0	50	64	138	1700	1940	10	
31	137	101	12	617	857	10	0	193	137	127	722	962	10	
32	82	103	15	79	319	10	0	157	56	129	1086	1326	10	
33	10	111	21	1911	2151	0	0	201	10	111	1911	2151	10	
34	90	44	6	149	389	10	0	138	100	99	1136	1376	10	
35	139	73	10	288	528	10	0	194	120	102	326	566	10	
36	60	84	23	1866	2106	10	0	171	66	82	1944	2184	10	
37	86	40	22	34	274	10	0	65	99	34	243	483	10	
38	69	115	20	801	1041	10	0	98	18	104	1287	1527	10	
39	59	115	26	1195	1435	10	0	115	93	61	2024	2264	10	
40	107	77	34	37	277	10	0	49	89	24	1144	1384	10	
41	104	54	13	150	390	10	0	145	115	82	1010	1250	10	
42	54	33	20	41	281	10	0	137	69	6	272	512	10	
43	38	122	13	876	1116	10	0	133	50	112	867	1107	10	
44	85	75	37	15	255	10	0	71	139	68	253	493	10	
45	39	100	31	204	444	10	0	25	37	79	1654	1894	10	
46	48	47	19	31	271	10	0	4	29	60	49	289	10	
47	104	73	17	937	1177	10	0	13	121	123	968	1208	10	
48	103	44	12	48	288	10	0	152	113	35	142	382	10	
49	44	116	27	152	392	10	0	141	49	140	876	1116	10	
50	120	22	39	396	636	10	0	69	103	77	1102	1342	10	
51	54	106	9	1117	1357	10	0	111	61	57	1439	1679	10	
52	63	129	7	765	1005	10	0	14	22	104	865	1105	10	
53	33	117	20	316	556	10	0	30	10	86	1582	1822	10	
54	34	20	15	542	782	10	0	173	67	120	1375	1615	10	
55	114	109	16	249	489	10	0	97	33	0	1870	2110	10	
56	12	48	4	172	412	10	0	22	80	103	1428	1668	10	
57	27	46	35	776	1016	10	0	156	97	115	1413	1653	10	
58	110	99	21	1151	1391	10	0	159	136	123	1214	1454	10	
59	115	124	11	1584	1824	10	0	163	54	78	2139	2379	10	
60	89	39	23	36	276	10	0	139	116	13	173	413	10	
61	65	0	20	237	477	10	0	177	15	4	343	583	10	
62	108	30	18	323	563	10	0	196	103	86	971	1211	10	
63	120	60	18	156	396	10	0	59	105	2	835	1075	10	
64	92	22	18	700	940	10	0	54	13	48	1622	1862	10	
65	2	106	16	1487	1727	10	0	12	20	69	1452	1692	10	
66	26	130	20	1010	1250	10	0	153	35	90	1723	1963	10	
67	113	45	4	1136	1376	10	0	101	139	72	1288	1528	10	
68	110	28	20	1162	1402	10	0	182	4	44	1602	1842	10	
69	12	138	14	1038	1278	10	0	86	67	96	1908	2148	10	
70	66	40	20	30	270	10	0	179	60	23	155	395	10	
71	140	36	1	642	882	10	0	52	61	34	1830	2070	10	
72	4	71	19	582	822	10	0	3	30	57	861	1101	10	
73	120	47	18	100	340	10	0	27	133	130	829	1069	10	
74	60	54	3	896	1136	10	0	113	37	73	1284	1524	10	
75	139	110	19	706	946	10	0	68	109	131	845	1085	10	
76	126	23	13	994	1234	10	0	2	26	50	1490	1730	10	
77	58	80	18	1778	2018	10	0	99	70	83	1879	2119	10	
78	64	115	15	480	720	10	0	142	36	124	875	1115	10	
79	82	100	18	357	597	0	0	203	82	100	357	597	10	
80	117	4	9	1614	1854	10	0	140	112	13	2040	2280	10	
81	46	133	7	242	482	10	0	84	56	139	1179	1419	10	
82	58	11	9	448	688	10	0	70	47	83	1211	1451	10	
83	65	80	20	11	251	10	0	93	13	129	1345	1585	10	
84	28	62	23	724	964	10	0	187	104	139	1282	1522	10	
85	79	80	4	13	253	10	0	109	18	70	1504	1744	10	
86	51	92	9	1731	1971	10	0	154	58	95	1880	2120	10	
87	12	84	16	735	975	10	0	174	55	102	1198	1438	10	
88	97	12	10	765	1005	10	0	160	129	24	1280	1520	10	
89	20	106	24	1041	1281	10	0	166	55	127	974	1214	10	
90	138	78	43	749	989	10	0	122	117	92	1072	1312	10	
91	29	94	1	1049	1289	10	0	175	90	14	1796	2036	10	
92	70	94	32	24	264	10	0	78	73	96	604	844	10	
93	66	91	16	21	261	10	0	105	19	120	985	1225	10	
94	119	73	15	408	648	10	0	85	27	104	1949	2189	10	
95	135	65	3	1295	1535	10	0	10	17	138	1670	1910	10	
96	103	82	27	1245	1485	10	0	136	92	138	1548	1788	10	
97	125	68	20	708	948	10	0	149	30	21	1230	1470	10	
98	44	36	9	131	371	0	0	204	44	36	131	371	10	
99	138	24	12	658	898	10	0	106	23	39	1347	1587	10	
100	137	96	9	167	407	10	0	81	83	12	861	1101	10	
101	8	138	10	1105	1345	10	0	64	37	125	1314	1554	10	
102	81	36	17	190	430	10	0	103	116	22	491	731	10	
